student_id,gender,school_type,parent_edu,commute_min,prior_gpa,attendance_pct,quiz_avg,assign_avg,midterm,study_hours_wk,on_time_submit_pct,lms_logins_wk,forum_posts,final_score,grade_band,passed
STU_04789,M,Charter,High School,5,3.01,88.6,64.1,40.1,45.1,40.0,89.4,10,2,100.0,A,1
STU_04790,M,Public,High School,20,2.76,56.8,97.5,78.0,20.0,14.4,44.1,10,1,99.7,A,1
STU_04791,F,Public,High School,22,2.34,81.1,52.0,38.5,96.8,3.5,54.8,10,4,78.7,B,1
STU_04792,M,Private,Bachelor,35,3.52,94.2,57.8,79.4,90.0,36.5,92.3,21,1,100.0,A,1
STU_04793,M,Private,Bachelor,5,2.44,100.0,55.6,59.3,55.7,15.2,41.2,0,0,78.2,B,1
STU_04794,M,Public,Bachelor,26,1.75,67.6,59.9,52.1,20.0,4.7,68.8,6,0,60.9,C,1
STU_04795,M,Private,Bachelor,5,2.24,100.0,55.0,47.4,42.8,24.6,100.0,25,0,87.6,A,1
STU_04796,M,Public,Master,9,2.06,62.5,51.8,63.5,35.8,1.0,59.9,2,0,70.3,B,1
STU_04797,F,Public,PhD,20,2.85,89.2,77.6,100.0,65.9,14.2,91.6,12,5,100.0,A,1
STU_04798,M,Public,Bachelor,72,3.19,60.1,45.2,74.1,75.1,6.0,32.0,14,2,86.4,A,1
STU_04799,F,Private,Master,5,3.15,87.6,62.1,98.8,75.7,11.6,100.0,9,1,100.0,A,1
STU_04800,M,Charter,Bachelor,5,3.64,35.1,73.5,79.4,87.9,7.5,74.9,12,3,100.0,A,1
STU_04801,M,Private,PhD,33,1.0,74.1,58.0,35.4,52.6,5.9,48.6,2,1,59.2,D,0
STU_04802,F,Charter,Master,14,2.36,100.0,51.0,64.5,93.5,6.3,56.2,3,2,76.3,B,1
STU_04803,M,Public,PhD,29,1.86,65.4,33.1,37.4,62.7,8.6,22.8,8,1,72.9,B,1
STU_04804,F,Public,Bachelor,120,2.2,93.4,71.8,83.8,74.7,1.0,70.5,6,0,89.4,A,1
STU_04805,F,Public,Master,120,2.04,60.9,100.0,64.4,96.3,1.0,33.7,18,2,77.7,B,1
STU_04806,M,Public,Bachelor,13,1.02,100.0,47.1,51.8,56.8,13.9,23.6,8,1,57.9,D,0
STU_04807,F,Private,High School,21,2.11,55.3,69.0,76.0,45.6,2.7,48.0,1,2,82.8,A,1
STU_04808,M,Private,High School,70,1.74,73.3,55.0,48.0,64.5,12.0,73.1,6,4,80.0,A,1
STU_04809,F,Charter,Master,5,1.72,62.8,48.6,72.8,39.2,1.0,29.4,11,0,58.7,D,0
STU_04810,M,Public,High School,18,2.35,91.2,75.7,66.0,44.8,12.6,47.9,9,0,85.3,A,1
STU_04811,F,Public,Bachelor,14,1.31,60.5,47.2,58.9,65.4,11.5,90.0,0,0,75.5,B,1
STU_04812,M,Public,High School,10,1.51,66.3,35.7,64.9,20.0,11.8,60.2,11,0,59.4,D,0
STU_04813,F,Public,High School,120,3.2,30.0,72.3,75.6,65.4,24.9,94.8,6,1,100.0,A,1
STU_04814,F,Public,Master,39,1.0,72.8,24.4,49.6,52.6,19.4,58.7,8,0,63.1,C,1
STU_04815,F,Public,Master,14,2.22,78.4,80.1,61.5,67.1,1.9,82.5,9,2,85.2,A,1
STU_04816,F,Public,Bachelor,52,3.33,71.2,89.7,80.8,72.0,12.9,85.1,9,0,100.0,A,1
STU_04817,F,Public,High School,20,2.5,36.7,86.6,65.3,47.4,1.0,80.9,2,2,78.2,B,1
STU_04818,F,Public,Bachelor,61,2.93,66.1,47.0,52.1,100.0,2.4,100.0,15,0,93.1,A,1
STU_04819,M,Public,Bachelor,9,1.76,80.6,57.4,57.8,49.5,4.3,36.8,2,0,60.3,C,1
STU_04820,M,Public,High School,7,1.03,38.9,94.6,32.8,35.2,1.0,76.0,0,1,53.5,D,0
STU_04821,M,Public,High School,8,2.48,30.0,38.8,100.0,85.1,5.0,76.3,10,1,74.8,B,1
STU_04822,M,Public,Bachelor,23,1.88,89.5,49.3,84.6,31.3,10.4,36.6,27,1,72.8,B,1
STU_04823,M,Public,High School,10,2.21,73.7,61.5,95.1,58.3,19.4,63.4,11,0,88.7,A,1
STU_04824,F,Public,Bachelor,5,1.72,99.6,47.3,51.4,27.5,4.5,56.6,17,0,69.2,C,1
STU_04825,M,Public,High School,120,1.47,65.3,45.8,61.2,29.8,4.9,44.0,9,1,62.9,C,1
STU_04826,F,Public,Bachelor,69,2.53,65.4,57.9,56.6,56.6,1.0,75.0,11,4,78.5,B,1
STU_04827,M,Private,High School,30,1.06,33.0,23.5,81.3,51.5,19.8,71.1,0,0,65.0,C,1
STU_04828,M,Private,PhD,66,1.0,100.0,28.3,44.4,62.8,40.0,100.0,10,1,72.7,B,1
STU_04829,F,Private,Bachelor,82,3.7,80.5,65.8,78.9,55.6,10.8,79.6,15,2,100.0,A,1
STU_04830,F,Public,High School,33,1.53,60.0,20.0,62.0,83.9,1.4,37.3,4,0,73.3,B,1
STU_04831,F,Public,Bachelor,21,2.76,61.6,45.5,94.6,64.0,3.1,84.2,19,2,89.2,A,1
STU_04832,F,Private,Master,64,2.95,100.0,69.7,84.2,58.5,16.8,100.0,5,1,100.0,A,1
STU_04833,M,Public,Master,25,1.81,75.2,47.9,59.0,73.2,4.3,34.9,3,0,73.4,B,1
STU_04834,F,Private,Bachelor,5,1.0,88.5,30.9,82.3,55.1,1.0,41.3,12,0,59.8,D,0
STU_04835,M,Public,High School,13,1.0,76.5,46.2,55.1,35.4,6.2,36.7,8,1,67.0,C,1
STU_04836,M,Public,Bachelor,17,3.61,100.0,70.4,97.1,81.2,23.3,27.7,8,1,100.0,A,1
STU_04837,M,Private,Master,82,3.52,78.2,87.3,54.6,71.8,17.8,91.1,15,0,100.0,A,1
STU_04838,M,Public,Bachelor,32,2.57,76.4,69.5,99.5,57.6,20.2,53.7,9,0,100.0,A,1
STU_04839,M,Public,Master,62,2.58,71.8,62.2,66.1,30.9,9.3,69.6,3,1,80.3,A,1
STU_04840,F,Public,High School,42,2.66,98.1,45.0,77.8,54.7,10.8,90.3,2,3,95.6,A,1
STU_04841,F,Public,High School,11,3.35,89.1,69.8,60.7,86.5,2.7,51.2,3,3,99.4,A,1
STU_04842,M,Public,Master,38,2.42,100.0,26.5,45.4,71.6,6.5,55.2,10,0,72.7,B,1
STU_04843,M,Public,Bachelor,6,1.88,69.7,98.6,63.0,66.6,17.6,48.8,14,0,89.9,A,1
STU_04844,M,Private,High School,15,1.08,52.2,20.0,61.7,43.6,7.4,20.0,0,3,52.7,D,0
STU_04845,M,Private,High School,49,3.0,89.3,71.5,51.8,92.9,15.6,61.8,5,1,100.0,A,1
STU_04846,F,Public,Master,28,2.91,82.0,59.7,70.0,65.3,3.1,34.2,7,4,80.6,A,1
STU_04847,M,Charter,High School,52,1.93,61.6,56.8,25.0,42.6,27.8,69.7,7,0,83.0,A,1
STU_04848,F,Public,High School,8,2.36,52.8,65.7,50.5,74.2,16.2,82.9,0,0,82.6,A,1
STU_04849,M,Public,High School,41,2.48,81.9,43.9,57.6,70.4,27.3,37.6,18,2,77.7,B,1
STU_04850,F,Private,PhD,6,3.31,38.4,86.2,37.0,72.2,6.5,100.0,6,3,84.3,A,1
STU_04851,M,Private,PhD,23,1.15,64.3,68.0,63.0,89.3,6.5,82.9,2,1,69.1,C,1
STU_04852,F,Private,Bachelor,17,1.85,90.7,53.0,97.9,100.0,17.6,62.7,6,0,93.8,A,1
STU_04853,M,Public,Bachelor,24,1.85,72.8,70.2,76.8,67.6,4.5,40.3,9,0,77.8,B,1
STU_04854,F,Public,High School,5,3.67,58.4,100.0,58.2,78.6,8.5,75.8,11,0,100.0,A,1
STU_04855,M,Charter,High School,13,1.36,68.6,61.7,54.6,40.7,2.8,100.0,4,1,60.6,C,1
STU_04856,M,Public,Master,32,2.47,69.5,72.3,67.6,59.5,12.1,77.8,5,0,93.9,A,1
STU_04857,F,Private,High School,24,1.19,100.0,20.0,56.7,65.2,1.6,36.6,14,3,55.0,D,0
STU_04858,F,Public,Bachelor,23,2.23,100.0,78.7,63.7,41.7,2.2,49.5,9,0,76.2,B,1
STU_04859,F,Private,Bachelor,21,3.32,87.2,66.7,69.1,62.6,11.0,46.9,10,1,100.0,A,1
STU_04860,F,Public,High School,86,2.2,83.2,78.7,52.0,56.6,1.0,31.9,1,0,88.5,A,1
STU_04861,F,Public,Bachelor,81,2.32,56.6,67.7,75.7,42.0,27.7,79.1,2,0,89.4,A,1
STU_04862,M,Public,Bachelor,13,2.14,54.2,36.2,87.5,23.1,31.3,42.4,0,0,82.4,A,1
STU_04863,M,Private,Bachelor,13,1.93,71.8,53.9,49.6,20.0,40.0,78.2,0,0,76.8,B,1
STU_04864,M,Private,High School,24,3.11,81.4,93.6,49.4,62.0,18.8,100.0,8,4,99.3,A,1
STU_04865,F,Public,High School,5,3.38,85.7,100.0,92.9,61.2,22.1,100.0,4,2,100.0,A,1
STU_04866,M,Private,Bachelor,10,2.52,58.7,47.3,66.0,68.8,22.0,72.9,11,5,100.0,A,1
STU_04867,M,Public,PhD,7,1.73,82.3,27.1,32.5,23.1,1.0,20.0,4,1,54.7,D,0
STU_04868,F,Public,High School,7,2.72,50.2,66.5,56.4,32.9,3.4,96.5,3,1,61.5,C,1
STU_04869,F,Public,PhD,30,2.97,69.3,74.7,97.5,82.0,22.0,74.6,7,1,100.0,A,1
STU_04870,M,Public,Bachelor,14,2.09,80.8,72.4,60.0,47.5,5.2,56.5,7,0,82.7,A,1
STU_04871,M,Public,Master,5,3.45,39.8,94.6,88.2,73.0,21.7,79.5,11,1,100.0,A,1
STU_04872,M,Public,High School,65,1.4,54.5,63.0,26.0,76.9,1.0,43.9,21,0,59.7,D,0
STU_04873,M,Private,High School,62,2.86,75.2,53.3,54.4,36.2,1.7,98.7,3,3,71.0,B,1
STU_04874,M,Private,High School,59,2.68,73.8,73.9,90.9,74.2,6.6,71.1,8,2,81.5,A,1
STU_04875,F,Private,High School,14,1.23,49.5,28.9,52.2,39.7,1.0,72.0,9,0,49.8,F,0
STU_04876,F,Public,PhD,5,2.6,54.0,36.2,80.7,45.3,20.3,68.4,15,3,74.1,B,1
STU_04877,F,Charter,High School,5,3.62,85.0,100.0,93.3,80.8,33.2,93.1,13,1,100.0,A,1
STU_04878,M,Private,Bachelor,9,1.97,45.2,80.0,59.7,60.7,11.1,64.4,2,0,73.1,B,1
STU_04879,F,Public,High School,7,1.0,58.5,20.0,54.3,63.4,1.0,42.4,17,2,37.0,F,0
STU_04880,M,Private,Bachelor,62,1.6,77.9,79.9,45.7,48.4,1.0,79.8,4,0,79.2,B,1
STU_04881,M,Public,High School,120,2.94,72.1,72.4,31.8,49.5,19.4,100.0,2,1,97.8,A,1
STU_04882,F,Public,High School,50,3.2,74.1,92.7,93.9,39.8,26.7,75.0,16,1,100.0,A,1
STU_04883,M,Public,High School,39,2.67,89.5,33.0,98.9,41.7,35.9,100.0,12,5,100.0,A,1
STU_04884,M,Public,Master,26,2.02,55.8,47.8,49.0,41.1,13.7,97.7,6,0,78.6,B,1
STU_04885,F,Charter,High School,44,1.48,57.3,40.7,90.0,20.0,1.0,67.4,2,0,66.9,C,1
STU_04886,M,Public,High School,88,1.97,73.4,55.3,75.4,35.7,6.2,100.0,7,0,75.5,B,1
STU_04887,F,Public,High School,27,1.8,59.5,59.8,25.0,57.3,6.0,47.4,5,1,64.4,C,1
STU_04888,M,Charter,PhD,5,1.17,65.4,20.0,30.2,20.0,1.0,100.0,5,3,30.1,F,0
STU_04889,F,Charter,Bachelor,5,3.55,64.1,64.6,26.7,98.8,32.2,64.5,15,1,100.0,A,1
STU_04890,M,Private,Bachelor,26,1.96,63.2,49.7,72.6,72.4,15.7,20.0,1,0,82.4,A,1
STU_04891,M,Public,Bachelor,12,1.0,81.4,36.9,42.8,46.3,1.0,60.0,14,3,41.3,F,0
STU_04892,F,Public,High School,72,3.82,67.9,72.2,72.5,100.0,16.6,91.9,18,1,100.0,A,1
STU_04893,M,Private,Bachelor,28,2.85,89.1,100.0,61.0,38.9,21.2,76.3,18,2,100.0,A,1
STU_04894,M,Public,High School,33,2.33,89.8,61.0,64.1,44.7,22.6,59.0,12,2,92.6,A,1
STU_04895,M,Public,Bachelor,5,1.0,49.4,20.0,62.6,20.0,19.8,51.4,4,0,54.2,D,0
STU_04896,M,Public,Bachelor,20,3.63,94.0,89.2,96.4,60.8,21.8,52.5,12,1,100.0,A,1
STU_04897,M,Public,Bachelor,16,1.03,41.0,68.0,40.2,40.3,7.2,43.1,3,2,55.3,D,0
STU_04898,M,Public,High School,36,2.34,32.7,77.1,43.9,60.8,1.0,97.6,11,1,80.6,A,1
STU_04899,F,Public,High School,14,2.69,96.4,52.1,75.5,98.0,4.2,96.4,14,0,83.8,A,1
STU_04900,M,Public,Master,112,3.81,82.3,100.0,72.8,72.7,13.1,84.6,4,1,100.0,A,1
STU_04901,F,Public,Bachelor,33,1.8,68.0,69.3,61.6,67.4,3.4,46.8,7,2,57.2,D,0
STU_04902,M,Public,High School,32,1.49,76.6,70.2,73.4,43.1,11.9,50.2,23,1,82.3,A,1
STU_04903,M,Public,High School,75,3.67,59.3,85.7,64.6,85.3,5.0,83.4,15,1,95.9,A,1
STU_04904,F,Private,Master,120,1.77,68.2,77.1,25.0,42.6,32.3,55.4,1,0,80.0,B,1
STU_04905,M,Private,Master,6,1.38,87.1,55.8,49.4,36.8,1.6,66.9,19,0,52.3,D,0
STU_04906,F,Public,PhD,49,1.78,100.0,65.2,100.0,83.5,6.6,76.2,10,1,74.5,B,1
STU_04907,M,Public,High School,5,2.64,76.7,58.6,65.2,78.8,5.3,82.7,9,1,100.0,A,1
STU_04908,F,Public,Bachelor,18,1.0,90.4,41.8,38.6,47.3,14.7,54.4,0,0,60.5,C,1
STU_04909,F,Public,High School,5,2.29,61.8,96.5,60.2,90.6,1.4,31.4,9,0,84.7,A,1
STU_04910,F,Public,Bachelor,29,3.47,98.0,64.1,87.4,66.1,8.2,85.0,6,1,100.0,A,1
STU_04911,F,Public,High School,18,2.75,74.7,61.3,51.2,72.8,12.2,66.1,1,2,86.2,A,1
STU_04912,F,Private,High School,29,1.11,70.0,43.8,100.0,37.5,1.0,38.2,11,0,46.4,F,0
STU_04913,M,Private,High School,33,1.0,65.8,56.1,35.5,33.8,6.8,56.0,9,0,51.1,D,0
STU_04914,M,Public,Bachelor,28,3.86,59.4,49.3,63.6,69.6,18.4,100.0,7,0,100.0,A,1
STU_04915,F,Public,Bachelor,10,2.02,55.1,44.2,94.9,67.6,34.6,59.7,3,0,84.9,A,1
STU_04916,M,Private,Bachelor,54,1.78,76.9,53.4,69.4,20.0,40.0,57.9,3,0,90.3,A,1
STU_04917,M,Public,Master,24,3.45,61.6,75.9,100.0,56.9,6.5,77.1,6,2,87.0,A,1
STU_04918,F,Private,Bachelor,20,1.2,79.4,27.4,83.3,96.8,9.4,34.5,0,1,67.5,C,1
STU_04919,M,Public,Bachelor,120,3.84,56.2,86.3,91.7,100.0,5.1,94.8,18,2,100.0,A,1
STU_04920,F,Private,PhD,10,1.59,51.9,43.1,27.5,30.8,12.6,89.9,5,0,60.3,C,1
STU_04921,F,Charter,Bachelor,22,3.43,85.0,76.2,64.4,59.7,7.7,68.2,6,2,99.6,A,1
STU_04922,F,Charter,High School,34,3.12,89.9,92.3,51.9,100.0,4.7,73.4,6,2,95.5,A,1
STU_04923,F,Public,PhD,5,1.1,97.2,54.7,44.8,37.4,1.0,30.9,8,2,56.0,D,0
STU_04924,M,Public,High School,13,1.7,64.2,68.2,41.5,75.2,6.5,44.3,4,0,69.8,C,1
STU_04925,M,Public,Bachelor,48,1.0,85.1,27.8,37.4,61.0,1.0,45.9,14,2,61.0,C,1
STU_04926,M,Charter,High School,8,1.1,62.6,20.0,77.7,49.7,6.2,28.5,6,1,55.1,D,0
STU_04927,M,Public,Bachelor,20,2.8,100.0,85.6,84.7,57.4,9.5,96.6,7,3,91.8,A,1
STU_04928,F,Public,Bachelor,29,2.48,57.3,95.1,37.9,87.3,11.5,88.6,8,0,100.0,A,1
STU_04929,F,Public,High School,33,2.86,73.5,96.0,76.7,48.1,4.4,82.7,8,2,94.6,A,1
STU_04930,M,Public,Bachelor,39,2.76,60.1,46.8,38.3,64.4,2.3,45.6,6,4,69.0,C,1
STU_04931,M,Public,Master,60,2.05,86.4,48.3,65.5,61.7,17.0,41.8,6,0,79.0,B,1
STU_04932,F,Public,High School,14,1.8,84.2,20.0,41.8,53.8,40.0,47.9,18,0,82.3,A,1
STU_04933,M,Public,High School,36,1.98,100.0,42.6,53.5,73.3,4.2,59.1,6,2,70.6,B,1
STU_04934,F,Public,High School,39,1.06,95.7,47.8,31.1,48.8,1.6,82.0,3,0,52.5,D,0
STU_04935,M,Charter,Master,10,1.5,68.2,62.8,69.0,51.3,21.1,95.9,6,1,77.0,B,1
STU_04936,F,Private,Bachelor,103,1.0,50.7,51.0,39.9,48.9,1.0,66.2,12,3,49.4,F,0
STU_04937,F,Private,Master,60,1.41,100.0,73.1,51.2,34.6,1.8,42.7,2,0,52.0,D,0
STU_04938,F,Public,High School,10,1.3,83.4,71.1,36.7,48.7,1.0,87.8,8,2,77.7,B,1
STU_04939,F,Private,High School,33,1.0,73.9,49.5,43.9,29.8,1.0,37.5,1,0,29.3,F,0
STU_04940,M,Public,High School,37,1.16,59.1,65.3,58.3,20.0,5.4,40.1,0,0,41.2,F,0
STU_04941,M,Public,High School,16,2.79,61.9,68.5,58.9,84.3,12.7,62.9,3,1,91.9,A,1
STU_04942,F,Public,Bachelor,59,3.17,82.0,92.9,36.8,69.4,27.3,92.8,22,2,98.5,A,1
STU_04943,M,Public,PhD,35,2.76,87.0,92.8,80.6,61.5,13.3,77.3,23,2,84.6,A,1
STU_04944,F,Public,High School,32,2.48,94.8,69.8,77.0,78.8,1.0,83.5,8,0,92.7,A,1
STU_04945,F,Charter,PhD,7,3.15,100.0,79.3,62.9,44.3,2.5,20.0,7,2,89.6,A,1
STU_04946,F,Public,High School,15,1.72,75.9,65.2,72.5,58.6,1.0,63.0,0,1,67.5,C,1
STU_04947,F,Public,PhD,17,2.55,68.9,60.0,58.4,88.0,3.6,55.4,5,2,83.0,A,1
STU_04948,F,Public,High School,39,3.57,100.0,100.0,53.8,100.0,6.7,100.0,23,3,100.0,A,1
STU_04949,F,Public,PhD,28,2.6,75.9,32.8,73.9,52.3,18.2,96.8,0,1,83.2,A,1
STU_04950,M,Public,High School,5,3.7,51.2,81.1,98.1,71.8,4.2,100.0,17,6,100.0,A,1
STU_04951,M,Public,PhD,11,2.9,65.0,80.2,74.9,69.6,12.5,86.9,11,1,100.0,A,1
STU_04952,M,Private,High School,19,1.37,47.3,52.9,70.3,26.6,7.5,21.8,5,1,48.6,F,0
STU_04953,F,Public,High School,40,1.82,72.1,48.5,52.0,64.7,6.6,85.4,2,0,75.8,B,1
STU_04954,M,Public,Bachelor,40,1.0,100.0,72.3,49.8,53.3,1.0,88.7,2,0,58.5,D,0
STU_04955,F,Private,High School,20,2.01,89.3,33.3,84.7,59.4,19.5,39.7,6,2,92.1,A,1
STU_04956,M,Charter,Bachelor,5,2.93,92.8,83.8,85.4,86.5,7.0,53.5,2,1,95.5,A,1
STU_04957,F,Private,PhD,10,1.02,76.6,42.6,69.0,31.2,2.7,51.3,0,0,47.7,F,0
STU_04958,M,Private,Bachelor,8,2.62,100.0,39.0,58.3,50.5,13.7,68.0,6,0,75.8,B,1
STU_04959,F,Public,Bachelor,45,3.59,97.8,80.1,72.4,100.0,16.3,100.0,35,1,100.0,A,1
STU_04960,F,Public,High School,5,2.81,91.9,42.9,73.1,48.5,4.8,91.2,20,3,76.6,B,1
STU_04961,M,Private,Bachelor,18,1.61,67.9,34.6,37.2,52.4,1.0,78.1,3,1,61.9,C,1
STU_04962,M,Charter,Bachelor,33,1.0,35.7,45.5,25.0,68.3,15.1,78.5,10,0,62.5,C,1
STU_04963,F,Public,Master,100,3.25,42.9,93.7,87.5,91.3,19.2,72.5,6,2,100.0,A,1
STU_04964,F,Public,High School,120,2.92,61.1,88.5,44.9,89.0,13.6,32.2,8,5,99.5,A,1
STU_04965,M,Private,Bachelor,91,1.0,100.0,56.6,48.8,48.1,28.3,76.7,9,3,63.6,C,1
STU_04966,F,Public,High School,38,3.88,63.4,90.9,92.7,74.1,6.9,87.9,12,5,100.0,A,1
STU_04967,F,Public,High School,41,1.64,90.8,69.5,48.5,39.5,1.0,82.7,4,3,69.4,C,1
STU_04968,F,Public,High School,42,2.34,81.4,40.8,54.4,58.2,40.0,97.9,2,0,100.0,A,1
STU_04969,M,Private,High School,59,3.34,93.9,100.0,89.8,88.4,26.8,34.0,6,4,100.0,A,1
STU_04970,M,Charter,High School,90,3.07,83.9,58.7,86.5,71.2,2.2,84.0,13,1,87.2,A,1
STU_04971,F,Public,High School,17,1.0,46.2,20.0,80.3,36.0,1.0,49.4,3,0,51.8,D,0
STU_04972,F,Public,Master,16,2.18,97.5,27.5,59.5,65.0,7.8,100.0,8,0,67.4,C,1
STU_04973,F,Public,High School,18,3.23,100.0,28.0,36.8,50.7,14.1,76.8,27,0,86.8,A,1
STU_04974,M,Public,Master,32,2.98,91.2,51.6,71.3,71.1,7.9,72.7,6,4,100.0,A,1
STU_04975,M,Public,High School,44,3.01,92.4,62.9,70.6,45.8,2.6,72.6,14,4,84.4,A,1
STU_04976,M,Public,High School,61,3.65,87.7,66.5,54.8,81.1,11.1,100.0,9,1,100.0,A,1
STU_04977,M,Public,Bachelor,18,3.18,72.8,64.0,78.0,75.4,11.5,82.9,11,3,90.4,A,1
STU_04978,M,Private,Bachelor,13,3.98,93.1,61.6,56.9,93.6,9.0,94.5,31,0,100.0,A,1
STU_04979,M,Private,Bachelor,120,1.15,73.7,59.3,84.8,64.6,1.0,91.4,0,1,66.0,C,1
STU_04980,F,Public,Bachelor,7,1.82,61.2,71.2,48.8,51.9,6.7,75.0,19,0,80.2,A,1
STU_04981,M,Public,High School,7,1.35,80.5,62.3,25.0,54.8,1.0,66.5,20,1,49.1,F,0
STU_04982,F,Charter,Bachelor,37,2.97,92.1,24.6,80.6,59.4,4.7,96.7,7,3,87.9,A,1
STU_04983,F,Public,Bachelor,5,3.93,83.9,83.9,92.0,75.8,19.7,89.4,10,2,100.0,A,1
STU_04984,F,Private,High School,15,1.0,74.7,43.5,36.4,43.5,5.3,75.5,11,1,65.7,C,1
STU_04985,M,Public,Master,10,1.29,61.7,41.8,31.1,45.4,12.7,23.1,0,2,61.3,C,1
STU_04986,F,Private,Bachelor,5,1.29,67.7,78.6,87.1,70.9,3.5,100.0,13,2,71.5,B,1
STU_04987,F,Private,High School,26,1.0,58.3,61.0,94.4,61.4,1.0,44.1,0,0,66.6,C,1
STU_04988,F,Private,Master,14,2.09,55.8,29.9,78.0,32.9,6.9,54.0,8,2,52.9,D,0
STU_04989,F,Charter,PhD,18,3.51,60.6,98.8,70.4,68.1,13.9,63.8,6,1,80.4,A,1
STU_04990,F,Charter,Bachelor,6,2.95,81.1,48.9,60.0,88.2,19.3,46.8,3,1,78.0,B,1
STU_04991,F,Public,High School,43,1.06,84.3,40.9,58.5,26.2,6.2,86.3,4,1,46.4,F,0
STU_04992,M,Public,PhD,11,3.46,81.9,71.3,84.0,53.4,21.9,74.5,4,0,100.0,A,1
STU_04993,F,Public,High School,12,1.77,89.4,25.0,54.2,77.1,6.4,35.6,3,0,64.6,C,1
STU_04994,M,Private,High School,8,1.02,68.8,43.1,43.9,66.1,6.9,44.2,7,0,63.1,C,1
STU_04995,F,Private,High School,17,1.05,80.2,26.3,43.1,51.2,1.0,44.0,13,0,52.9,D,0
STU_04996,M,Public,Bachelor,18,1.28,81.7,46.1,31.7,27.6,20.1,88.7,11,0,77.0,B,1
STU_04997,M,Public,PhD,22,3.17,76.3,85.0,71.9,60.7,4.2,48.6,10,0,89.0,A,1
STU_04998,F,Private,Bachelor,102,3.75,43.9,100.0,81.7,39.8,19.9,72.0,7,1,100.0,A,1
STU_04999,F,Public,PhD,70,2.76,83.2,100.0,75.1,87.3,7.8,91.0,3,0,100.0,A,1
STU_05000,M,Public,High School,28,1.7,56.2,37.2,48.4,64.1,24.3,37.8,5,1,58.8,D,0
STU_05001,M,Private,High School,5,3.23,70.6,100.0,90.6,76.5,6.5,51.8,4,1,100.0,A,1
STU_05002,F,Public,Bachelor,28,1.27,100.0,35.3,58.4,31.5,39.2,100.0,9,0,65.4,C,1
STU_05003,M,Public,PhD,5,1.26,79.4,26.0,71.7,39.1,12.2,53.0,3,0,64.3,C,1
STU_05004,F,Public,Bachelor,37,2.42,64.3,60.1,63.6,71.5,11.2,100.0,0,0,94.0,A,1
STU_05005,M,Public,High School,14,2.21,82.7,52.1,62.2,46.9,33.1,59.5,11,1,93.4,A,1
STU_05006,F,Public,High School,54,3.13,74.6,56.1,85.6,100.0,11.2,80.3,9,2,100.0,A,1
STU_05007,F,Public,High School,85,2.47,59.4,50.0,57.8,42.8,5.3,100.0,6,0,70.3,B,1
STU_05008,M,Public,High School,16,2.51,63.7,85.9,62.4,62.1,14.3,57.8,18,1,81.7,A,1
STU_05009,M,Public,High School,18,3.92,93.8,77.1,75.1,84.4,7.6,59.4,22,1,100.0,A,1
STU_05010,M,Public,PhD,26,1.68,75.5,40.4,54.4,38.0,6.4,58.4,18,0,57.4,D,0
STU_05011,F,Public,Bachelor,6,2.48,52.2,35.2,60.6,84.7,26.9,85.9,7,0,89.5,A,1
STU_05012,F,Charter,Bachelor,78,2.0,81.1,39.7,51.8,50.5,5.5,76.6,1,1,70.7,B,1
STU_05013,F,Public,High School,17,1.72,66.4,48.1,98.0,66.4,4.3,73.1,4,0,83.0,A,1
STU_05014,M,Charter,High School,5,2.29,68.9,61.9,88.7,72.8,4.3,67.1,6,2,81.9,A,1
STU_05015,M,Private,Bachelor,43,2.26,91.8,68.9,54.9,23.6,12.1,100.0,4,1,77.5,B,1
STU_05016,M,Public,Master,7,1.0,83.4,50.4,47.5,52.8,1.0,93.0,3,2,57.1,D,0
STU_05017,M,Private,Bachelor,5,2.72,78.4,77.7,96.0,33.9,20.4,58.9,9,1,100.0,A,1
STU_05018,F,Public,Master,24,1.4,82.8,50.2,75.3,57.1,8.7,72.2,3,2,65.5,C,1
STU_05019,F,Private,Master,33,1.48,68.6,59.5,63.7,51.3,35.0,72.5,6,1,81.6,A,1
STU_05020,F,Public,High School,25,3.06,67.0,51.0,73.7,40.3,32.4,64.5,29,4,100.0,A,1
STU_05021,M,Private,High School,32,3.85,43.0,91.1,73.7,59.8,8.7,100.0,7,3,100.0,A,1
STU_05022,F,Public,Bachelor,5,2.16,89.8,69.2,62.5,100.0,19.8,96.9,12,0,97.0,A,1
STU_05023,F,Private,Bachelor,19,1.45,88.2,76.2,53.2,57.6,1.0,74.6,5,1,72.7,B,1
STU_05024,F,Public,High School,13,1.88,94.5,83.0,49.5,81.1,2.9,69.9,7,0,99.2,A,1
STU_05025,F,Charter,Bachelor,108,2.98,62.4,100.0,100.0,58.0,19.2,67.6,7,2,92.9,A,1
STU_05026,M,Public,Bachelor,5,2.16,71.8,93.4,75.1,54.2,1.0,45.5,10,0,57.5,D,0
STU_05027,M,Private,PhD,10,1.93,46.6,66.6,71.8,42.8,9.2,78.9,7,2,66.8,C,1
STU_05028,F,Public,High School,85,1.0,78.7,78.4,26.7,45.5,12.6,46.1,0,1,60.9,C,1
STU_05029,M,Public,High School,120,3.17,76.0,100.0,86.9,44.2,16.8,89.3,15,3,100.0,A,1
STU_05030,M,Private,Bachelor,52,2.01,72.6,48.8,25.0,71.7,16.4,44.7,1,0,79.5,B,1
